POSTAL_CODE,AGE_19_AND_UNDER,AGE_20_TO_29,AGE_30_TO_44,AGE_45_TO_59,AGE_60_AND_OVER,MALE,FEMALE,TWO_OR_MORE_RACES,LESS_THAN_10K,BETWEEN_10K_AND_14K,BETWEEN_15K_AND_24K,BETWEEN_25K_AND_34K,BETWEEN_35K_AND_49K,BETWEEN_50K_AND_74K,BETWEEN_75K_AND_99K,BETWEEN_100K_AND_149K,BETWEEN_150K_AND_199K,_200K_OR_MORE,LESS_THAN_9TH_GRADE,BETWEEN_9TH_AND_12TH_GRADE_NO_DIPLOMA,HIGH_SCHOOL_GRADUATE_INCLUDES_EQUIVALENCY,SOME_COLLEGE_NO_DEGREE,ASSOCIATES_DEGREE,BACHELORS_DEGREE,GRADUATE_OR_PROFESSIONAL_DEGREE,POPULATION,HOUSEHOLD_TYPE_MARRIED_COUPLE_HOUSEHOLD,HOUSEHOLD_TYPE_COHABITING_COUPLE_HOUSEHOLD,HOUSEHOLD_TYPE_MALE_HOUSEHOLDER_NO_SPOUSE_PARTNER_PRESENT,HOUSEHOLD_TYPE_FEMALE_HOUSEHOLDER_NO_SPOUSE_PARTNER_PRESENT,FAMILY_HOUSEHOLD,NON_FAMILY_HOUSEHOLD
24-678,0.2103856179,0.07257902827,0.1497025997,0.2272939918,0.3400387623,0.4805854441,0.5194145559,0.04491077992,0.008991008991,0.01898101898,0.06593406593,0.02797202797,0.0989010989,0.2047952048,0.1158841159,0.2437562438,0.08891108891,0.1258741259,0.02660175606,0.03616447883,0.2289837434,0.2357645832,0.07971833435,0.255846301,0.1369208033,14963.0,0.6215478484,0.02938342967,0.1172125883,0.2318561336,0.6509312781,0.3490687219
24-681,0.2160839161,0.08881118881,0.1611888112,0.265034965,0.2688811189,0.486013986,0.513986014,0.04545454545,0.03803803804,0.0,0.05605605606,0.1461461461,0.07007007007,0.1011011011,0.1361361361,0.2502502503,0.06106106106,0.1411411411,0.06130734876,0.06902151847,0.3402354852,0.1908241981,0.1071863581,0.1879821356,0.04344295575,3432.0,0.6272241993,0.05960854093,0.1459074733,0.1672597865,0.6868327402,0.3131672598
24-683,0.2293666027,0.1149712092,0.1593090211,0.2207293666,0.2756238004,0.4825335893,0.5174664107,0.0547024952,0.035,0.051,0.096,0.139,0.119,0.225,0.114,0.131,0.052,0.038,0.04010025063,0.06822612086,0.3636869953,0.2500696185,0.1035923141,0.1512113617,0.0231133389,4168.0,0.5205417607,0.05507900677,0.1674943567,0.2568848758,0.5756207675,0.4243792325
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,35945.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,29954.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,29954.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,35945.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,35945.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,35945.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,29954.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,35945.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,23963.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,29954.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-684,0.2388328771,0.0912732857,0.1607130934,0.2201041597,0.2890765841,0.4765640649,0.5234359351,0.06409828404,0.035,0.019,0.047,0.095,0.1,0.147,0.094,0.193,0.149,0.121,0.01458080194,0.03742405832,0.1782260024,0.1768651276,0.1089671932,0.2967193196,0.187217497,23963.0,0.5978952729,0.04345243147,0.1245014003,0.2341508954,0.6413477043,0.3586522957
24-685,0.2363752597,0.1200255714,0.1740450695,0.2162378136,0.2533162858,0.4911299345,0.5088700655,0.06888285121,0.076,0.046,0.102,0.027,0.148,0.208,0.184,0.136,0.035,0.038,0.05869469996,0.05847568988,0.414586071,0.2113447219,0.09877354358,0.1259307928,0.03219448095,6257.0,0.5246038365,0.07089241034,0.1780650542,0.2264386989,0.5954962469,0.4045037531
24-685,0.2363752597,0.1200255714,0.1740450695,0.2162378136,0.2533162858,0.4911299345,0.5088700655,0.06888285121,0.076,0.046,0.102,0.027,0.148,0.208,0.184,0.136,0.035,0.038,0.05869469996,0.05847568988,0.414586071,0.2113447219,0.09877354358,0.1259307928,0.03219448095,7508.0,0.5246038365,0.07089241034,0.1780650542,0.2264386989,0.5954962469,0.4045037531
24-686,0.2944862155,0.119047619,0.2105263158,0.1729323308,0.2030075188,0.4573934837,0.5426065163,0.134085213,0.02902902903,0.07707707708,0.1131131131,0.1251251251,0.1411411411,0.1091091091,0.1831831832,0.1511511512,0.04804804805,0.02302302302,0.009578544061,0.1360153257,0.2911877395,0.2777777778,0.1091954023,0.1340996169,0.04214559387,958.0,0.4347826087,0.03726708075,0.2329192547,0.2950310559,0.4720496894,0.5279503106
24-689,0.2435383244,0.1254456328,0.1701203209,0.2086675579,0.252228164,0.5081327986,0.4918672014,0.06818181818,0.072,0.035,0.11,0.097,0.112,0.156,0.128,0.213,0.03,0.047,0.1141357822,0.07937028534,0.3094457199,0.1910462447,0.1352902591,0.1138078058,0.05690390292,7181.0,0.5046162724,0.05885747259,0.19186382,0.2446624351,0.563473745,0.436526255
24-689,0.2435383244,0.1254456328,0.1701203209,0.2086675579,0.252228164,0.5081327986,0.4918672014,0.06818181818,0.072,0.035,0.11,0.097,0.112,0.156,0.128,0.213,0.03,0.047,0.1141357822,0.07937028534,0.3094457199,0.1910462447,0.1352902591,0.1138078058,0.05690390292,8976.0,0.5046162724,0.05885747259,0.19186382,0.2446624351,0.563473745,0.436526255
24-689,0.2435383244,0.1254456328,0.1701203209,0.2086675579,0.252228164,0.5081327986,0.4918672014,0.06818181818,0.072,0.035,0.11,0.097,0.112,0.156,0.128,0.213,0.03,0.047,0.1141357822,0.07937028534,0.3094457199,0.1910462447,0.1352902591,0.1138078058,0.05690390292,7181.0,0.5046162724,0.05885747259,0.19186382,0.2446624351,0.563473745,0.436526255
24-689,0.2435383244,0.1254456328,0.1701203209,0.2086675579,0.252228164,0.5081327986,0.4918672014,0.06818181818,0.072,0.035,0.11,0.097,0.112,0.156,0.128,0.213,0.03,0.047,0.1141357822,0.07937028534,0.3094457199,0.1910462447,0.1352902591,0.1138078058,0.05690390292,8976.0,0.5046162724,0.05885747259,0.19186382,0.2446624351,0.563473745,0.436526255
24-689,0.2435383244,0.1254456328,0.1701203209,0.2086675579,0.252228164,0.5081327986,0.4918672014,0.06818181818,0.072,0.035,0.11,0.097,0.112,0.156,0.128,0.213,0.03,0.047,0.1141357822,0.07937028534,0.3094457199,0.1910462447,0.1352902591,0.1138078058,0.05690390292,8976.0,0.5046162724,0.05885747259,0.19186382,0.2446624351,0.563473745,0.436526255
24-690,0.2252980132,0.1107284768,0.1547019868,0.2422516556,0.2670198675,0.4969536424,0.5030463576,0.04370860927,0.04795204795,0.02997002997,0.0959040959,0.1168831169,0.1288711289,0.1248751249,0.1278721279,0.1268731269,0.1038961039,0.0969030969,0.03096922195,0.0697763334,0.3867329383,0.2156375454,0.1240680558,0.1410820111,0.03173389409,6040.0,0.5327974277,0.05948553055,0.1807073955,0.2270096463,0.5922829582,0.4077170418
24-690,0.2252980132,0.1107284768,0.1547019868,0.2422516556,0.2670198675,0.4969536424,0.5030463576,0.04370860927,0.04795204795,0.02997002997,0.0959040959,0.1168831169,0.1288711289,0.1248751249,0.1278721279,0.1268731269,0.1038961039,0.0969030969,0.03096922195,0.0697763334,0.3867329383,0.2156375454,0.1240680558,0.1410820111,0.03173389409,9060.0,0.5327974277,0.05948553055,0.1807073955,0.2270096463,0.5922829582,0.4077170418
24-691,0.2016985138,0.1096072187,0.1523354565,0.2369957537,0.2993630573,0.4949575372,0.5050424628,0.04325902335,0.05405405405,0.05505505506,0.1481481481,0.1471471471,0.07807807808,0.2142142142,0.1131131131,0.1451451451,0.03203203203,0.01301301301,0.05032822757,0.04485776805,0.3264040846,0.3307804522,0.06382202772,0.1119620715,0.07184536834,4522.0,0.5359317905,0.05054811206,0.1942752741,0.2192448234,0.5864799026,0.4135200974
24-692,0.2509727626,0.1117055772,0.1545071336,0.2164396887,0.2663748379,0.5011348898,0.4988651102,0.04409857328,0.025,0.0,0.126,0.179,0.195,0.179,0.113,0.1,0.065,0.018,0.09230769231,0.1305288462,0.3240384615,0.203125,0.1432692308,0.08509615385,0.02163461538,6168.0,0.5431799839,0.04882970137,0.1702986279,0.2376916868,0.5920096852,0.4079903148
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,17345.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,13876.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,17345.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,13876.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,20814.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,13876.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,17345.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-693,0.2192562698,0.1071778611,0.1587777457,0.2149899106,0.2997982127,0.4781781493,0.5218218507,0.04635341597,0.029,0.031,0.102,0.069,0.17,0.205,0.137,0.141,0.063,0.053,0.02052551713,0.05886111333,0.3971727498,0.2132417539,0.1154061177,0.1303410271,0.06445172111,13876.0,0.50729224,0.04870665933,0.1670335718,0.2769675289,0.5559988993,0.4440011007
24-695,0.2534433177,0.08263962464,0.1696685334,0.2146208567,0.2796276676,0.4889511125,0.5110488875,0.05774178901,0.01298701299,0.02397602398,0.08691308691,0.07492507493,0.08891108891,0.1208791209,0.1438561439,0.2257742258,0.08891108891,0.1328671329,0.003678929766,0.01293199554,0.196432553,0.1984392419,0.0867335563,0.3325529543,0.1692307692,15857.0,0.6343079922,0.04230019493,0.1255360624,0.1978557505,0.6766081871,0.3233918129
24-695,0.2534433177,0.08263962464,0.1696685334,0.2146208567,0.2796276676,0.4889511125,0.5110488875,0.05774178901,0.01298701299,0.02397602398,0.08691308691,0.07492507493,0.08891108891,0.1208791209,0.1438561439,0.2257742258,0.08891108891,0.1328671329,0.003678929766,0.01293199554,0.196432553,0.1984392419,0.0867335563,0.3325529543,0.1692307692,15857.0,0.6343079922,0.04230019493,0.1255360624,0.1978557505,0.6766081871,0.3233918129
24-697,0.2063329928,0.1006592998,0.162317764,0.2299192126,0.3007707308,0.4937320085,0.5062679915,0.04791531247,0.04491017964,0.05289421158,0.09880239521,0.09680638723,0.1846307385,0.2345309381,0.1007984032,0.127744511,0.0369261477,0.02195608782,0.06789832902,0.106966345,0.3280771946,0.2279359849,0.09708166627,0.1303836197,0.04165686044,12923.0,0.4786286732,0.06544968833,0.2052537845,0.250667854,0.5440783615,0.4559216385
24-697,0.2063329928,0.1006592998,0.162317764,0.2299192126,0.3007707308,0.4937320085,0.5062679915,0.04791531247,0.04491017964,0.05289421158,0.09880239521,0.09680638723,0.1846307385,0.2345309381,0.1007984032,0.127744511,0.0369261477,0.02195608782,0.06789832902,0.106966345,0.3280771946,0.2279359849,0.09708166627,0.1303836197,0.04165686044,8615.0,0.4786286732,0.06544968833,0.2052537845,0.250667854,0.5440783615,0.4559216385
24-697,0.2063329928,0.1006592998,0.162317764,0.2299192126,0.3007707308,0.4937320085,0.5062679915,0.04791531247,0.04491017964,0.05289421158,0.09880239521,0.09680638723,0.1846307385,0.2345309381,0.1007984032,0.127744511,0.0369261477,0.02195608782,0.06789832902,0.106966345,0.3280771946,0.2279359849,0.09708166627,0.1303836197,0.04165686044,8615.0,0.4786286732,0.06544968833,0.2052537845,0.250667854,0.5440783615,0.4559216385
24-697,0.2063329928,0.1006592998,0.162317764,0.2299192126,0.3007707308,0.4937320085,0.5062679915,0.04791531247,0.04491017964,0.05289421158,0.09880239521,0.09680638723,0.1846307385,0.2345309381,0.1007984032,0.127744511,0.0369261477,0.02195608782,0.06789832902,0.106966345,0.3280771946,0.2279359849,0.09708166627,0.1303836197,0.04165686044,10769.0,0.4786286732,0.06544968833,0.2052537845,0.250667854,0.5440783615,0.4559216385
24-699,0.1864702946,0.1023464803,0.1430354468,0.2079380929,0.3602096855,0.4782825761,0.5217174239,0.0481777334,0.111,0.082,0.152,0.085,0.111,0.163,0.039,0.198,0.039,0.02,0.03759398496,0.1609022556,0.325112782,0.2727819549,0.08060150376,0.09503759398,0.02796992481,3205.0,0.3680917623,0.04223149114,0.2210636079,0.3686131387,0.4103232534,0.5896767466
24-699,0.1864702946,0.1023464803,0.1430354468,0.2079380929,0.3602096855,0.4782825761,0.5217174239,0.0481777334,0.111,0.082,0.152,0.085,0.111,0.163,0.039,0.198,0.039,0.02,0.03759398496,0.1609022556,0.325112782,0.2727819549,0.08060150376,0.09503759398,0.02796992481,4006.0,0.3680917623,0.04223149114,0.2210636079,0.3686131387,0.4103232534,0.5896767466
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,31775.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,21183.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,21183.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,26479.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,21183.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,21183.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,21183.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,31775.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
24-700,0.241285547,0.1097095812,0.1637901733,0.2133766381,0.2718380603,0.4928056195,0.5071943805,0.06544809094,0.05805805806,0.03603603604,0.07407407407,0.09109109109,0.1781781782,0.1771771772,0.1211211211,0.1521521522,0.07707707708,0.03503503504,0.03367931668,0.08903665261,0.3540923343,0.2332144016,0.1054708617,0.1252567845,0.05924964861,26479.0,0.5111575349,0.06561580097,0.173107967,0.2501186972,0.5767733359,0.4232266641
