STORE_ID,POSTAL_CODE,STORE_CHAIN,REGION,CLASSOFTRADE,MERCHANDISED,FACINGS,POCKETS
650132,84-795,Chain 18,Lesser Poland,SM CHAIN,Y,11,41
717492,31-573,Chain 6,Lubusz,SPECIALTY,N,0,4
635719,93-600,Chain 16,Lublin,DSCT CHAIN,Y,0,49
662280,72-729,Chain 6,Łódź,SPECIALTY,N,0,3
662132,59-682,Chain 30,Lower Silesian,SM CHAIN,Y,6,3
674832,75-881,Chain 5,Łódź,SM CHAIN,Y,0,17
679242,79-177,Chain 9,Podlaskie,DSCT CHAIN,Y,4,39
670177,25-809,Chain 1,Opole,DRUG CHAIN,Y,9,6
628416,30-500,Chain 10,Lubusz,SM CHAIN,Y,22,44
691401,58-704,Chain 1,Lower Silesian,DRUG CHAIN,Y,4,13
678933,24-875,Chain 1,Opole,DRUG CHAIN,Y,8,17
683914,73-882,Chain 1,Łódź,DRUG CHAIN,Y,0,25
655136,30-429,Chain 16,Lubusz,DSCT CHAIN,Y,0,25
689291,76-418,Chain 5,Łódź,SM CHAIN,Y,0,11
670750,76-035,Chain 9,Łódź,DSCT CHAIN,Y,6,0
669663,73-973,Chain 6,Łódź,SPECIALTY,N,0,3
676333,30-443,Chain 6,Lubusz,SPECIALTY,N,0,3
708549,35-359,Chain 6,Subcarpathian,SPECIALTY,N,0,3
716164,75-781,Chain 6,Łódź,SPECIALTY,N,0,4
645989,92-379,Chain 11,Lublin,SM CHAIN,Y,5,15
661543,25-079,Chain 10,Opole,SM CHAIN,Y,22,52
681730,75-916,Chain 9,Łódź,DSCT CHAIN,Y,5,16
635762,35-273,Chain 4,Subcarpathian,DRUG CHAIN,Y,12,7
680195,89-781,Chain 1,Lublin,DRUG CHAIN,Y,4,10
638714,74-727,Chain 13,Łódź,HOME IMPR,Y,0,5
644518,25-002,Chain 7,Opole,SM CHAIN,Y,15,10
650800,30-805,Chain 1,Lubusz,DRUG CHAIN,Y,0,14
704630,37-445,Chain 6,Pomeranian,SPECIALTY,N,0,3
678277,25-082,Chain 1,Opole,DRUG CHAIN,Y,9,19
659999,31-284,Chain 9,Lubusz,DSCT CHAIN,Y,5,17
665326,37-138,Chain 6,Pomeranian,SPECIALTY,N,0,3
649642,58-289,Chain 4,Lower Silesian,DRUG CHAIN,Y,15,0
645297,35-415,Chain 8,Subcarpathian,SM CHAIN,Y,15,29
703408,75-748,Chain 6,Łódź,SPECIALTY,N,0,4
657931,89-614,Chain 11,Lublin,SM CHAIN,Y,17,22
646785,92-738,Chain 31,Lublin,SM CHAIN,Y,22,10
675962,84-676,Chain 6,Lesser Poland,SPECIALTY,N,0,3
685693,50-311,Chain 6,Holy Cross,SPECIALTY,N,0,4
666342,75-177,Chain 1,Łódź,DRUG CHAIN,Y,15,21
708983,31-662,Chain 6,Lubusz,SPECIALTY,N,0,3
685002,37-236,Chain 4,Pomeranian,DRUG CHAIN,Y,9,13
684852,72-760,Chain 16,Łódź,DSCT CHAIN,Y,0,52
669641,91-578,Chain 1,Lublin,DRUG CHAIN,Y,9,13
700371,72-197,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
671819,25-724,Chain 9,Opole,DSCT CHAIN,Y,8,37
674590,72-821,Chain 9,Łódź,DSCT CHAIN,Y,5,46
672477,27-251,Chain 18,Masovian,SM CHAIN,Y,0,7
700681,35-434,Chain 6,Subcarpathian,SPECIALTY,N,0,4
641100,32-325,Chain 29,Lubusz,SM CHAIN,Y,18,19
685932,75-925,Chain 16,Łódź,DSCT CHAIN,Y,12,39
683979,31-436,Chain 1,Lubusz,DRUG CHAIN,Y,5,15
637503,95-199,Chain 4,Warmian-Masurian,DRUG CHAIN,Y,10,9
646923,95-510,Chain 9,Warmian-Masurian,DSCT CHAIN,Y,9,48
816753,57-746,Chain 27,Lower Silesian,ALL OTHER,N,0,0
702510,77-918,Chain 4,Podlaskie,DRUG CHAIN,Y,10,10
659145,93-500,Chain 25,Lublin,SM CHAIN,Y,22,9
646220,60-126,Chain 9,Lower Silesian,DSCT CHAIN,Y,11,22
691860,76-274,Chain 6,Łódź,SPECIALTY,N,0,3
667733,47-784,Chain 9,Holy Cross,DSCT CHAIN,Y,6,5
797914,30-300,Chain 6,Lubusz,SPECIALTY,N,0,4
670980,43-873,Chain 6,Silesian,SPECIALTY,N,0,3
710351,55-38.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
703392,75-874,Chain 6,Łódź,SPECIALTY,N,0,3
666568,59-373,Chain 11,Lower Silesian,SM CHAIN,Y,9,21
672073,25-376,Chain 13,Opole,HOME IMPR,Y,0,0
657778,29-791,Chain 9,Lubusz,DSCT CHAIN,Y,4,12
793330,58-103,Chain 6,Lower Silesian,SPECIALTY,N,0,4
661213,43-922,Chain 13,Silesian,HOME IMPR,Y,0,7
695770,72-724,Chain 4,Łódź,DRUG CHAIN,Y,11,11
637800,31-197,Chain 29,Lubusz,SM CHAIN,Y,7,19
693103,73-463,Chain 32,Łódź,SM CHAIN,Y,6,21
698245,25-832,Chain 6,Opole,SPECIALTY,N,0,3
702928,77-438,Chain 6,Łódź,SPECIALTY,N,0,4
701472,77-493,Chain 6,Łódź,SPECIALTY,N,0,4
675652,93-496,Chain 19,Lublin,DRUG CHAIN,N,0,0
645542,30-828,Chain 4,Lubusz,DRUG CHAIN,Y,11,8
632909,73-758,Chain 11,Łódź,SM CHAIN,Y,15,35
686592,72-822,Chain 16,Łódź,DSCT CHAIN,Y,0,36
652118,32-433,Chain 10,Lubusz,SM CHAIN,Y,12,52
678276,44-974,Chain 1,Silesian,DRUG CHAIN,Y,5,19
716947,75-536,Chain 6,Łódź,SPECIALTY,N,0,0
681944,93-027,Chain 31,Lublin,SM CHAIN,Y,27,11
691534,92-236,Chain 1,Lublin,DRUG CHAIN,Y,3,15
654025,89-736,Chain 3,Lublin,SM CHAIN,Y,0,16
825043,31-475,Chain 10,Lubusz,SM CHAIN,Y,14,44
701953,85-873,Chain 6,Lesser Poland,SPECIALTY,N,0,3
679784,91-775,Chain 16,Lublin,DSCT CHAIN,Y,0,0
652651,34-886,Chain 18,Subcarpathian,SM CHAIN,Y,18,31
665236,73-754,Chain 6,Łódź,SPECIALTY,N,0,3
689998,59-973,Chain 6,Lower Silesian,SPECIALTY,N,0,3
636707,75-536,Chain 33,Łódź,SM CHAIN,Y,0,12
656310,89-095,Chain 18,Lublin,SM CHAIN,Y,0,44
756130,58-089,Chain 6,Lower Silesian,SPECIALTY,N,0,4
660259,90-176,Chain 19,Lublin,DRUG CHAIN,N,0,0
684190,74-743,Chain 9,Łódź,DSCT CHAIN,Y,15,20
750077,58-725,Chain 6,Lower Silesian,SPECIALTY,N,0,3
661955,25-186,Chain 1,Opole,DRUG CHAIN,Y,0,23
685212,76-420,Chain 16,Łódź,DSCT CHAIN,Y,10,28
699524,37-374,Chain 6,Pomeranian,SPECIALTY,N,0,3
716824,74-073,Chain 6,Łódź,SPECIALTY,N,0,3
683287,89-277,Chain 18,Lublin,SM CHAIN,Y,0,19
722188,59-515,Chain 6,Lower Silesian,SPECIALTY,N,0,4
758890,25-764,Chain 6,Opole,SPECIALTY,N,0,3
686319,31-905,Chain 1,Lubusz,DRUG CHAIN,Y,7,15
636919,92-709,Chain 16,Lublin,DSCT CHAIN,Y,0,51
646365,92-709,Chain 31,Lublin,SM CHAIN,Y,15,7
660735,76-209,Chain 6,Łódź,SPECIALTY,N,0,3
634216,76-306,Chain 13,Łódź,HOME IMPR,N,0,0
679595,29-929,Chain 1,Lubusz,DRUG CHAIN,Y,10,26
650901,91-283,Chain 9,Lublin,DSCT CHAIN,Y,12,4
674712,75-052,Chain 5,Łódź,SM CHAIN,Y,0,12
681669,70-680,Chain 4,Kuyavian-Pomeranian,DRUG CHAIN,Y,11,12
797614,35-794,Chain 6,Subcarpathian,SPECIALTY,N,0,4
753668,30-375,Chain 6,Lubusz,SPECIALTY,N,0,3
699667,50-075,Chain 6,Holy Cross,SPECIALTY,N,0,3
656019,78-118,Chain 18,Podlaskie,SM CHAIN,Y,0,22
747668,26-750,Chain 6,Masovian,SPECIALTY,N,0,3
658950,74-737,Chain 18,Łódź,SM CHAIN,Y,0,13
663902,27-514,Chain 4,Masovian,DRUG CHAIN,Y,11,7
717888,77-434,Chain 6,Łódź,SPECIALTY,N,0,4
669260,60-375,Chain 6,Lower Silesian,SPECIALTY,N,0,3
682383,72-764,Chain 6,Łódź,SPECIALTY,N,0,3
683917,32-104,Chain 1,Lubusz,DRUG CHAIN,Y,17,15
702207,43-907,Chain 6,Silesian,SPECIALTY,N,0,3
667480,44-437,Chain 1,Silesian,DRUG CHAIN,Y,9,10
646529,92-600,Chain 11,Lublin,SM CHAIN,Y,10,16
659638,29-896,Chain 9,Lubusz,DSCT CHAIN,Y,6,29
686770,75-922,Chain 9,Łódź,DSCT CHAIN,Y,6,22
688075,71-684,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
708489,30-255,Chain 6,Lubusz,SPECIALTY,N,0,4
868610,74-118,Chain 6,Łódź,SPECIALTY,N,0,4
694626,29-754,Chain 29,Lubusz,SM CHAIN,Y,5,19
794366,36-863,Chain 6,Pomeranian,SPECIALTY,N,0,4
720792,74-220,Chain 6,Łódź,SPECIALTY,N,0,3
693013,34-794,Chain 6,Subcarpathian,SPECIALTY,N,0,4
681881,88-312,Chain 1,Lublin,DRUG CHAIN,Y,0,11
701468,75-253,Chain 6,Łódź,SPECIALTY,N,0,3
674112,74-749,Chain 5,Łódź,SM CHAIN,Y,22,19
672727,35-331,Chain 4,Subcarpathian,DRUG CHAIN,Y,14,10
712792,30-255,Chain 6,Lubusz,SPECIALTY,N,0,3
692640,93-760,Chain 6,Lublin,SPECIALTY,N,0,3
694829,73-127,Chain 6,Łódź,SPECIALTY,N,0,4
644595,35-794,Chain 13,Subcarpathian,HOME IMPR,Y,0,7
665698,31-023,Chain 9,Lubusz,DSCT CHAIN,Y,5,27
668933,47-797,Chain 9,Holy Cross,DSCT CHAIN,Y,3,7
706024,49-974,Chain 6,Holy Cross,SPECIALTY,N,0,4
683612,47-686,Chain 17,Holy Cross,SM CHAIN,Y,0,27
662804,35-315,Chain 15,Subcarpathian,SM CHAIN,N,0,19
727528,77-437,Chain 6,Łódź,SPECIALTY,N,0,3
701658,89-728,Chain 19,Lublin,DRUG CHAIN,N,0,0
795502,95-586,Chain 6,Warmian-Masurian,SPECIALTY,N,0,3
698383,27-365,Chain 4,Masovian,DRUG CHAIN,Y,0,0
870665,31-580,Chain 10,Lubusz,SM CHAIN,N,22,67
702749,58-700,Chain 6,Lower Silesian,SPECIALTY,N,0,3
657088,90-321,Chain 18,Lublin,SM CHAIN,Y,17,22
839378,35-592,Chain 6,Subcarpathian,SPECIALTY,N,0,4
674977,29-996,Chain 1,Lubusz,DRUG CHAIN,Y,6,10
649524,92-707,Chain 4,Lublin,DRUG CHAIN,Y,14,13
687212,48-073,Chain 17,Holy Cross,SM CHAIN,Y,4,9
704323,71-678,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,14,23
684061,31-245,Chain 4,Lubusz,DRUG CHAIN,Y,17,8
638373,95-074,Chain 11,Warmian-Masurian,SM CHAIN,Y,18,23
637589,90-558,Chain 11,Lublin,SM CHAIN,Y,15,27
647499,75-245,Chain 18,Łódź,SM CHAIN,Y,7,18
796649,74-516,Chain 6,Łódź,SPECIALTY,N,0,4
665611,94-795,Chain 11,Warmian-Masurian,SM CHAIN,Y,18,18
705551,84-777,Chain 6,Lesser Poland,SPECIALTY,N,0,3
673198,34-879,Chain 6,Subcarpathian,SPECIALTY,N,0,4
701528,49-251,Chain 6,Holy Cross,SPECIALTY,N,0,4
690270,90-708,Chain 3,Lublin,SM CHAIN,Y,0,20
658043,58-297,Chain 4,Lower Silesian,DRUG CHAIN,Y,22,3
652860,34-787,Chain 4,Subcarpathian,DRUG CHAIN,Y,15,9
674163,31-807,Chain 6,Lubusz,SPECIALTY,N,0,3
640644,92-273,Chain 4,Lublin,DRUG CHAIN,Y,17,0
708732,59-099,Chain 6,Lower Silesian,SPECIALTY,N,0,3
699131,35-410,Chain 6,Subcarpathian,SPECIALTY,N,0,3
638787,93-673,Chain 11,Lublin,SM CHAIN,Y,27,20
708959,25-764,Chain 6,Opole,SPECIALTY,N,0,4
642576,25-190,Chain 34,Opole,SM CHAIN,Y,17,67
683467,89-463,Chain 18,Lublin,SM CHAIN,Y,0,32
670571,75-026,Chain 4,Łódź,DRUG CHAIN,Y,11,9
634500,30-705,Chain 29,Lubusz,SM CHAIN,Y,6,19
700230,78-197,Chain 4,Podlaskie,DRUG CHAIN,Y,15,9
720968,37-377,Chain 6,Pomeranian,SPECIALTY,N,0,3
702487,75-715,Chain 6,Łódź,SPECIALTY,N,0,3
669817,26-450,Chain 1,Opole,DRUG CHAIN,Y,8,15
673972,93-033,Chain 19,Lublin,DRUG CHAIN,N,0,0
679267,35-594,Chain 16,Subcarpathian,DSCT CHAIN,Y,0,28
714743,71-410,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
