PRODUCT_ID,BARCODE,TITLE,TYPE,ONSALEDATE,OFFSALEDATE,PRICE,SEGMENT,SUBSEGMENT,FREQUENCY
718574,33601,Spotlight Lives,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
734568,33601,Spotlight Lives,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
730199,34010,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
713972,64471,Title SIP,SIP,2024-07-22,2024-10-24,15.49,SPORT,FOOTBALL,Semi-Annual - 02 Issue
721822,57983,Fame & Faces,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
743905,64453,Everyday Bloom,Weeklies,2024-07-15,2024-08-01,6.99,WOMENS,EVERYDAY LIVING,Bi-Weekly - 26 Issues
829649,33583,Fame & Faces,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
733359,57549,Echo of Fame,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,TRIBUTE,Bi-Weekly - 26 Issues
733063,58005,Spotlight Lives,Weeklies,2024-07-15,2024-07-29,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
715073,34018,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FOOD,SPIRITS,Quarterly - 04 Issues
707243,33702,Title SIP,SIP,2024-07-01,2024-07-18,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
710130,67390,Title SIP,SIP,2024-07-01,2024-10-03,6.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
723214,64463,Title SIP,SIP,2024-07-01,2024-10-03,11.49,PUZZLES,XWORD,Annual - 01 Issue
708437,64471,Title SIP,SIP,2024-07-22,2024-10-24,15.49,SPORT,FOOTBALL,Semi-Annual - 02 Issue
860986,33705,Title SIP,SIP,2024-07-22,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
715232,64449,Simply Woman,Weeklies,2024-07-08,2024-07-25,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
712586,33708,Title SIP,SIP,2024-07-01,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
726640,64449,Simply Woman,Weeklies,2024-07-22,2024-08-08,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
729214,64449,Simply Woman,Weeklies,2024-07-08,2024-07-25,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
716465,9425,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FAMILY,PETS,Quarterly - 04 Issues
718811,33999,Title SIP,SIP,2024-07-15,2024-10-17,15.49,FOOD,HEALTHY EATING,Quarterly - 04 Issues
717182,57549,Echo of Fame,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,TRIBUTE,Bi-Weekly - 26 Issues
719348,33951,Title SIP,SIP,2024-07-08,2024-10-10,11.49,PUZZLES,LOGIC,Quarterly - 04 Issues
727054,67369,Title SIP,SIP,2024-07-15,2024-10-17,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
707717,9301,Title SIP,SIP,2024-07-22,2024-10-24,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
710250,9305,Title SIP,SIP,2024-07-08,2024-10-10,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
740687,9305,Title SIP,SIP,2024-07-08,2024-10-10,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
716831,64803,Simply Woman,Weeklies,2024-07-01,2024-07-18,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
860866,33549,Echo of Fame,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
729119,67345,Title SIP,SIP,2024-07-22,2024-10-24,9.49,PUZZLES,XWORD,Quarterly - 04 Issues
722830,57601,Spotlight Lives,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
722062,57983,Fame & Faces,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
716108,34002,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
718409,9305,Title SIP,SIP,2024-07-08,2024-10-10,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
719170,9300,Title SIP,SIP,2024-07-01,2024-10-03,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
719048,67390,Title SIP,SIP,2024-07-01,2024-10-03,6.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
715521,41307,Title SIP,SIP,2024-07-22,2024-10-24,15.49,OUTDOORS,OTHER SPORTS,Quarterly - 04 Issues
731150,34010,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
709215,34006,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
732883,57607,Starline Stories,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
722530,33984,Title SIP,SIP,2024-07-15,2024-10-17,15.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
823931,33583,Fame & Faces,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
725756,33965,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
713840,34005,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
732406,33708,Title SIP,SIP,2024-07-01,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
721582,67344,Title SIP,SIP,2024-07-22,2024-10-24,9.49,PUZZLES,XWORD,Quarterly - 04 Issues
721570,34010,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
721930,57984,Fame & Faces,Weeklies,2024-07-01,2024-07-15,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
714517,33986,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
715100,57607,Starline Stories,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
724840,33987,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
710432,57601,Spotlight Lives,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
720425,64449,Simply Woman,Weeklies,2024-07-22,2024-08-08,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
725950,57607,Starline Stories,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
725664,34014,Title SIP,SIP,2024-07-22,2024-10-24,16.490000000000002,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
722878,57983,Fame & Faces,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
700503,67343,Title SIP,SIP,2024-07-08,2024-10-10,9.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
713246,33708,Title SIP,SIP,2024-07-01,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
713162,64833,Title SIP,SIP,2024-07-15,2024-09-05,11.49,LIFESTYLE,SOCIAL,Quarterly - 04 Issues
717848,34002,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
711683,57984,Fame & Faces,Weeklies,2024-07-08,2024-07-22,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
697998,41241,Title SIP,SIP,2024-07-01,2024-08-22,16.490000000000002,HEALTH & FITNESS,WELLNESS/EMOTIONAL HEALTH,Quarterly - 04 Issues
709228,57610,Title SIP,SIP,2024-07-01,2024-10-03,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
720478,67392,Everyday Bloom,Weeklies,2024-07-15,2024-08-01,5.99,WOMENS,EVERYDAY LIVING,Monthly - 12 Issues
849414,58005,Spotlight Lives,Weeklies,2024-07-22,2024-08-05,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
740927,64459,Title SIP,SIP,2024-07-15,2024-10-17,9.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
726534,57984,Fame & Faces,Weeklies,2024-07-15,2024-07-29,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
704057,33961,Title SIP,SIP,2024-07-01,2024-10-03,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
748722,64833,Title SIP,SIP,2024-07-15,2024-09-05,11.49,LIFESTYLE,SOCIAL,Quarterly - 04 Issues
722470,57607,Starline Stories,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
720573,67369,Title SIP,SIP,2024-07-15,2024-10-17,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
722364,41150,Title SIP,SIP,2024-06-28,2024-09-26,16.490000000000002,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
731626,64459,Title SIP,SIP,2024-07-15,2024-10-17,11.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
737925,33702,Title SIP,SIP,2024-07-01,2024-07-18,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
724732,64459,Title SIP,SIP,2024-07-15,2024-10-17,9.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
725814,57983,Fame & Faces,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
708923,67344,Title SIP,SIP,2024-07-22,2024-10-24,9.49,PUZZLES,XWORD,Quarterly - 04 Issues
727664,9424,Title SIP,SIP,2024-07-01,2024-10-03,16.490000000000002,FAMILY,CHILDREN,Quarterly - 04 Issues
699437,41150,Title SIP,SIP,2024-06-28,2024-09-26,16.490000000000002,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
723714,64449,Simply Woman,Weeklies,2024-07-08,2024-07-25,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
726514,41313,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
831362,33601,Spotlight Lives,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
860808,33607,Starline Stories,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
743365,34005,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
712881,64453,Everyday Bloom,Weeklies,2024-07-01,2024-07-18,6.99,WOMENS,EVERYDAY LIVING,Bi-Weekly - 26 Issues
718173,33961,Title SIP,SIP,2024-07-01,2024-10-03,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
698256,57774,Title SIP,SIP,2024-07-22,2024-10-24,14.49,OUTDOORS,SURVIVAL,Quarterly - 04 Issues
718286,33952,Title SIP,SIP,2024-07-15,2024-10-17,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
725810,33987,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
716513,33698,Title SIP,SIP,2024-07-01,2024-07-18,8.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
736607,34000,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
749442,64470,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
724104,33965,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
719817,41241,Title SIP,SIP,2024-07-01,2024-08-22,16.490000000000002,HEALTH & FITNESS,WELLNESS/EMOTIONAL HEALTH,Quarterly - 04 Issues
709395,57549,Echo of Fame,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,TRIBUTE,Bi-Weekly - 26 Issues
728930,33995,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
732105,41241,Title SIP,SIP,2024-07-01,2024-08-22,16.490000000000002,HEALTH & FITNESS,WELLNESS/EMOTIONAL HEALTH,Quarterly - 04 Issues
747582,9425,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FAMILY,PETS,Quarterly - 04 Issues
722967,58005,Spotlight Lives,Weeklies,2024-07-01,2024-07-15,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
717758,64476,Title SIP,SIP,2024-07-08,2024-10-10,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
704479,67344,Title SIP,SIP,2024-07-22,2024-10-24,11.49,PUZZLES,XWORD,Quarterly - 04 Issues
742465,57549,Echo of Fame,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,TRIBUTE,Bi-Weekly - 26 Issues
711609,64453,Everyday Bloom,Weeklies,2024-07-15,2024-08-01,6.99,WOMENS,EVERYDAY LIVING,Bi-Weekly - 26 Issues
730234,58005,Spotlight Lives,Weeklies,2024-07-08,2024-07-22,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
697476,34010,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
718212,33601,Spotlight Lives,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
730130,33986,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
712555,33702,Title SIP,SIP,2024-07-01,2024-07-18,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
725974,33704,Title SIP,SIP,2024-07-01,2024-07-25,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
722073,33952,Title SIP,SIP,2024-07-15,2024-10-17,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
718075,57607,Starline Stories,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
719578,33999,Title SIP,SIP,2024-07-15,2024-10-17,15.49,FOOD,HEALTHY EATING,Quarterly - 04 Issues
711800,67392,Everyday Bloom,Weeklies,2024-07-01,2024-07-25,5.99,WOMENS,EVERYDAY LIVING,Monthly - 12 Issues
713310,33952,Title SIP,SIP,2024-07-15,2024-10-17,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
720033,33704,Title SIP,SIP,2024-07-01,2024-07-25,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
716752,9425,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FAMILY,PETS,Quarterly - 04 Issues
836973,33705,Title SIP,SIP,2024-07-22,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
718653,67392,Everyday Bloom,Weeklies,2024-07-01,2024-07-25,5.99,WOMENS,EVERYDAY LIVING,Monthly - 12 Issues
714088,57601,Spotlight Lives,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
718226,33696,Title SIP,SIP,2024-07-08,2024-08-01,8.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
729239,34006,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,SPORT,FOOTBALL,Quarterly - 04 Issues
735525,64453,Everyday Bloom,Weeklies,2024-07-01,2024-07-18,6.99,WOMENS,EVERYDAY LIVING,Bi-Weekly - 26 Issues
725936,57799,Title SIP,SIP,2024-07-01,2024-10-03,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
742705,33984,Title SIP,SIP,2024-07-15,2024-10-17,15.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
714512,64471,Title SIP,SIP,2024-07-22,2024-10-24,15.49,SPORT,FOOTBALL,Semi-Annual - 02 Issue
724289,57983,Fame & Faces,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
714097,9425,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FAMILY,PETS,Quarterly - 04 Issues
741229,64476,Title SIP,SIP,2024-07-08,2024-10-10,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
711135,57774,Title SIP,SIP,2024-07-22,2024-10-24,14.49,OUTDOORS,SURVIVAL,Quarterly - 04 Issues
694564,57610,Title SIP,SIP,2024-07-01,2024-10-03,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
694624,57610,Title SIP,SIP,2024-07-01,2024-10-03,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
723387,41152,Title SIP,SIP,2024-07-15,2024-10-17,15.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
725750,9424,Title SIP,SIP,2024-07-01,2024-10-03,16.490000000000002,FAMILY,CHILDREN,Quarterly - 04 Issues
728184,33607,Starline Stories,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
708195,67343,Title SIP,SIP,2024-07-08,2024-10-10,9.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
747822,57799,Title SIP,SIP,2024-07-01,2024-10-03,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
737867,33961,Title SIP,SIP,2024-07-01,2024-10-03,11.49,HOBBY,ACTIVITY / COLORING,Quarterly - 04 Issues
819663,33601,Spotlight Lives,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
713048,34018,Title SIP,SIP,2024-07-01,2024-10-03,15.49,FOOD,SPIRITS,Quarterly - 04 Issues
713430,33607,Starline Stories,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
861286,33549,Echo of Fame,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
860868,33549,Echo of Fame,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
718213,64803,Simply Woman,Weeklies,2024-07-15,2024-08-01,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
844193,33601,Spotlight Lives,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
730479,33995,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
733306,64803,Simply Woman,Weeklies,2024-07-01,2024-07-18,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
733919,58006,Starline Stories,Weeklies,2024-07-15,2024-07-29,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
724360,34002,Title SIP,SIP,2024-07-08,2024-08-29,16.490000000000002,SPORT,FOOTBALL,Semi-Annual - 02 Issue
716673,9300,Title SIP,SIP,2024-07-01,2024-10-03,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
709768,67369,Title SIP,SIP,2024-07-15,2024-10-17,14.49,FOOD,EVERYDAY EATING,Quarterly - 04 Issues
702096,33549,Echo of Fame,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
716642,58006,Starline Stories,Weeklies,2024-07-08,2024-07-22,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
713229,57601,Spotlight Lives,Weeklies,2024-07-15,2024-07-29,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
703037,9424,Title SIP,SIP,2024-07-01,2024-10-03,16.490000000000002,FAMILY,CHILDREN,Quarterly - 04 Issues
724492,58005,Spotlight Lives,Weeklies,2024-07-15,2024-07-29,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
850714,57984,Fame & Faces,Weeklies,2024-07-22,2024-08-05,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
707183,33973,Title SIP,SIP,2024-07-22,2024-09-12,16.490000000000002,ENTERTAINMENT,MOVIE / TELEVISION,Quarterly - 04 Issues
713875,57549,Echo of Fame,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,TRIBUTE,Bi-Weekly - 26 Issues
721257,33951,Title SIP,SIP,2024-07-08,2024-10-10,11.49,PUZZLES,LOGIC,Quarterly - 04 Issues
726154,64803,Simply Woman,Weeklies,2024-07-01,2024-07-18,4.99,WOMENS,EVERYDAY LIVING,Weekly - 52 Issues
717967,33583,Fame & Faces,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
822611,33549,Echo of Fame,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
721137,9305,Title SIP,SIP,2024-07-08,2024-10-10,15.49,ENTERTAINMENT,CELEBRITY PROFILE,Quarterly - 04 Issues
740805,33696,Title SIP,SIP,2024-07-08,2024-08-01,8.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
717682,57610,Title SIP,SIP,2024-07-01,2024-10-03,7.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
715746,33601,Spotlight Lives,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
716840,33696,Title SIP,SIP,2024-07-08,2024-08-01,8.49,PUZZLES,SUDOKU,Quarterly - 04 Issues
719891,57601,Spotlight Lives,Weeklies,2024-07-01,2024-07-15,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
717552,33607,Starline Stories,Weeklies,2024-07-08,2024-07-22,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
734339,57984,Fame & Faces,Weeklies,2024-07-15,2024-07-29,9.49,ENTERTAINMENT,CELEBRITY PROFILE,Weekly - 52 Issues
735527,41241,Title SIP,SIP,2024-07-01,2024-08-22,16.490000000000002,HEALTH & FITNESS,WELLNESS/EMOTIONAL HEALTH,Quarterly - 04 Issues
712830,57774,Title SIP,SIP,2024-07-22,2024-10-24,14.49,OUTDOORS,SURVIVAL,Quarterly - 04 Issues
712391,64463,Title SIP,SIP,2024-07-01,2024-10-03,9.49,PUZZLES,XWORD,Annual - 01 Issue
824351,33705,Title SIP,SIP,2024-07-22,2024-08-08,7.49,PUZZLES,WORD SEEK,Quarterly - 04 Issues
823807,33601,Spotlight Lives,Weeklies,2024-07-22,2024-08-05,8.49,ENTERTAINMENT,CELEBRITY PROFILE,Bi-Weekly - 26 Issues
