STORE_ID,POSTAL_CODE,STORE_CHAIN,REGION,CLASSOFTRADE,MERCHANDISED,FACINGS,POCKETS
699091,75-079,Chain 5,Łódź,SM CHAIN,Y,0,30
798014,49-209,Chain 6,Holy Cross,SPECIALTY,N,0,4
669131,74-690,Chain 4,Łódź,DRUG CHAIN,Y,11,10
690067,90-301,Chain 18,Lublin,SM CHAIN,Y,0,37
718568,78-395,Chain 6,Podlaskie,SPECIALTY,N,0,3
646880,44-186,Chain 9,Silesian,DSCT CHAIN,Y,9,21
705127,29-831,Chain 6,Lubusz,SPECIALTY,N,0,4
921303,27-232,Chain 6,Masovian,SPECIALTY,N,0,4
690236,60-353,Chain 2,Lower Silesian,SM CHAIN,Y,0,3
763290,30-255,Chain 6,Lubusz,SPECIALTY,N,0,4
663180,30-609,Chain 6,Lubusz,SPECIALTY,N,0,3
661951,90-008,Chain 11,Lublin,SM CHAIN,Y,17,82
698948,36-791,Chain 6,Pomeranian,SPECIALTY,N,0,3
649966,27-608,Chain 4,Masovian,DRUG CHAIN,Y,6,4
717408,89-578,Chain 6,Lublin,SPECIALTY,N,0,4
682695,37-431,Chain 6,Pomeranian,SPECIALTY,N,0,3
644965,91-394,Chain 4,Lublin,DRUG CHAIN,Y,9,3
648117,26-388,Chain 8,Opole,SM CHAIN,Y,26,30
650256,30-612,Chain 10,Lubusz,SM CHAIN,Y,20,43
709783,70-807,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,0,20
647757,26-476,Chain 8,Opole,SM CHAIN,Y,0,17
633660,30-640,Chain 29,Lubusz,SM CHAIN,Y,12,19
696690,77-685,Chain 4,Podlaskie,DRUG CHAIN,Y,9,10
660420,76-229,Chain 6,Łódź,SPECIALTY,N,0,3
714065,36-428,Chain 6,Pomeranian,SPECIALTY,N,0,4
680127,59-880,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,13
702039,45-263,Chain 1,Silesian,DRUG CHAIN,Y,3,27
664110,58-139,Chain 11,Lower Silesian,SM CHAIN,Y,12,18
653015,31-109,Chain 10,Lubusz,SM CHAIN,Y,15,57
825476,72-026,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,4
701836,47-822,Chain 6,Holy Cross,SPECIALTY,N,0,3
654241,29-938,Chain 4,Lubusz,DRUG CHAIN,Y,22,7
698131,57-686,Chain 1,Lower Silesian,DRUG CHAIN,Y,9,24
681899,36-227,Chain 9,Subcarpathian,DSCT CHAIN,Y,11,16
671441,90-227,Chain 1,Lublin,DRUG CHAIN,Y,9,18
654443,58-378,Chain 4,Lower Silesian,DRUG CHAIN,Y,10,1
664513,32-146,Chain 13,Lubusz,HOME IMPR,Y,0,7
716873,57-769,Chain 6,Lower Silesian,SPECIALTY,N,0,3
631490,24-887,Chain 23,Opole,SM CHAIN,Y,10,17
656739,36-173,Chain 10,Subcarpathian,SM CHAIN,Y,20,58
637996,72-753,Chain 13,Łódź,HOME IMPR,Y,0,5
706183,72-415,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,0,27
664798,30-445,Chain 9,Lubusz,DSCT CHAIN,Y,12,25
643177,30-410,Chain 10,Lubusz,SM CHAIN,Y,15,57
699990,78-176,Chain 4,Podlaskie,DRUG CHAIN,Y,7,9
669011,73-798,Chain 4,Łódź,DRUG CHAIN,Y,11,11
695697,37-112,Chain 6,Pomeranian,SPECIALTY,N,0,4
646522,58-090,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,3
676566,27-596,Chain 7,Masovian,SM CHAIN,Y,20,15
790890,75-780,Chain 5,Łódź,SM CHAIN,Y,15,29
670661,93-048,Chain 1,Lublin,DRUG CHAIN,Y,3,9
665546,74-712,Chain 1,Łódź,DRUG CHAIN,Y,7,17
680165,25-287,Chain 7,Opole,SM CHAIN,Y,7,9
662956,27-243,Chain 6,Masovian,SPECIALTY,N,0,3
635369,88-993,Chain 11,Lublin,SM CHAIN,Y,14,15
635984,30-373,Chain 10,Lubusz,SM CHAIN,Y,29,52
660441,44-784,Chain 4,Silesian,DRUG CHAIN,Y,11,11
727288,30-177,Chain 6,Lubusz,SPECIALTY,N,0,3
676340,49-673,Chain 4,Holy Cross,DRUG CHAIN,Y,10,8
778817,60-04.,Chain 6,West Pomeranian,SPECIALTY,N,0,4
634560,30-704,Chain 29,Lubusz,SM CHAIN,Y,0,19
700268,35-610,Chain 6,Subcarpathian,SPECIALTY,N,0,7
666192,76-059,Chain 5,Łódź,SM CHAIN,Y,0,6
644541,90-175,Chain 9,Lublin,DSCT CHAIN,Y,6,20
707201,95-115,Chain 6,Warmian-Masurian,SPECIALTY,N,0,4
657177,44-202,Chain 20,Silesian,SM CHAIN,Y,14,1
637314,75-050,Chain 5,Łódź,SM CHAIN,Y,7,30
638317,30-712,Chain 10,Lubusz,SM CHAIN,Y,20,70
669021,58-312,Chain 4,Lower Silesian,DRUG CHAIN,Y,9,0
672561,43-912,Chain 4,Silesian,DRUG CHAIN,Y,11,0
756006,31-238,Chain 6,Lubusz,SPECIALTY,N,0,4
653702,24-778,Chain 4,Opole,DRUG CHAIN,Y,20,7
654625,89-473,Chain 3,Lublin,SM CHAIN,Y,0,18
643896,32-120,Chain 10,Lubusz,SM CHAIN,Y,15,37
651694,73-706,Chain 11,Łódź,SM CHAIN,Y,0,45
648755,34-800,Chain 10,Subcarpathian,SM CHAIN,Y,23,31
643336,76-312,Chain 13,Łódź,HOME IMPR,Y,0,10
689655,27-323,Chain 6,Masovian,SPECIALTY,N,0,4
684733,36-738,Chain 6,Pomeranian,SPECIALTY,N,0,3
692885,26-402,Chain 7,Opole,SM CHAIN,Y,17,10
648397,30-491,Chain 10,Lubusz,SM CHAIN,Y,20,69
679655,25-190,Chain 1,Opole,DRUG CHAIN,Y,18,14
668607,90-175,Chain 35,Lublin,SM CHAIN,Y,8,4
740587,72-925,Chain 6,Łódź,SPECIALTY,N,0,3
678819,27-344,Chain 1,Masovian,DRUG CHAIN,Y,5,10
634949,91-186,Chain 11,Lublin,SM CHAIN,Y,17,57
686801,73-079,Chain 1,Łódź,DRUG CHAIN,Y,0,25
698529,29-806,Chain 6,Lubusz,SPECIALTY,N,0,3
647014,35-591,Chain 10,Subcarpathian,SM CHAIN,Y,20,41
661694,27-133,Chain 6,Masovian,SPECIALTY,N,0,3
814293,58-278,Chain 44,Lower Silesian,NEWS INDEP,N,0,0
656218,31-108,Chain 9,Lubusz,DSCT CHAIN,Y,17,20
725704,74-575,Chain 6,Łódź,SPECIALTY,N,0,3
667364,35-087,Chain 15,Subcarpathian,SM CHAIN,N,7,16
659546,76-246,Chain 1,Łódź,DRUG CHAIN,N,9,6
665548,36-136,Chain 18,Subcarpathian,SM CHAIN,Y,27,34
691721,75-060,Chain 1,Łódź,DRUG CHAIN,N,0,6
642804,92-198,Chain 4,Lublin,DRUG CHAIN,Y,9,11
685809,71-177,Chain 4,Kuyavian-Pomeranian,DRUG CHAIN,Y,20,12
796342,59-087,Chain 6,Lower Silesian,SPECIALTY,N,0,4
676089,77-608,Chain 4,Łódź,DRUG CHAIN,Y,10,9
702737,31-379,Chain 6,Lubusz,SPECIALTY,N,0,3
705334,90-737,Chain 1,Lublin,DRUG CHAIN,Y,0,18
694504,27-257,Chain 7,Masovian,SM CHAIN,Y,20,11
677547,77-604,Chain 9,Łódź,DSCT CHAIN,Y,0,6
686557,25-186,Chain 1,Opole,DRUG CHAIN,Y,4,12
818313,30-858,Chain 10,Lubusz,SM CHAIN,Y,22,64
752838,35-053,Chain 6,Subcarpathian,SPECIALTY,N,0,4
662641,29-918,Chain 4,Lubusz,DRUG CHAIN,Y,12,11
649641,89-442,Chain 9,Lublin,DSCT CHAIN,Y,12,0
630260,60-290,Chain 9,Lower Silesian,DSCT CHAIN,Y,6,5
683050,77-228,Chain 9,Łódź,DSCT CHAIN,Y,6,5
702659,47-880,Chain 6,Holy Cross,SPECIALTY,N,0,3
684732,75-143,Chain 16,Łódź,DSCT CHAIN,Y,0,55
657103,79-088,Chain 18,Podlaskie,SM CHAIN,Y,0,31
674531,75-131,Chain 4,Łódź,DRUG CHAIN,Y,0,17
728243,36-014,Chain 6,Subcarpathian,SPECIALTY,N,0,4
893249,25-810,Chain 6,Opole,SPECIALTY,N,0,4
648696,34-699,Chain 10,Subcarpathian,SM CHAIN,Y,39,37
723356,60-667,Chain 6,Lower Silesian,SPECIALTY,N,0,4
698456,72-136,Chain 6,Kuyavian-Pomeranian,SPECIALTY,N,0,3
662402,35-592,Chain 4,Subcarpathian,DRUG CHAIN,Y,17,8
702609,37-235,Chain 6,Pomeranian,SPECIALTY,N,0,3
714630,74-575,Chain 6,Łódź,SPECIALTY,N,0,3
648495,89-683,Chain 13,Lublin,HOME IMPR,Y,0,12
657540,30-699,Chain 4,Lubusz,DRUG CHAIN,Y,9,10
704418,72-841,Chain 6,Łódź,SPECIALTY,N,0,3
707503,71-805,Chain 9,Kuyavian-Pomeranian,DSCT CHAIN,Y,9,26
870540,36-216,Chain 6,Subcarpathian,SPECIALTY,N,0,4
697650,77-698,Chain 4,Podlaskie,DRUG CHAIN,Y,11,10
670330,73-978,Chain 9,Łódź,DSCT CHAIN,Y,8,14
661498,31-777,Chain 9,Lubusz,DSCT CHAIN,Y,0,9
708009,30-112,Chain 6,Lubusz,SPECIALTY,N,0,3
676475,90-079,Chain 1,Lublin,DRUG CHAIN,Y,4,13
688229,44-082,Chain 45,Silesian,SM CHAIN,Y,0,86
751439,37-233,Chain 6,Pomeranian,SPECIALTY,N,0,3
648720,32-655,Chain 4,Lubusz,DRUG CHAIN,Y,6,13
644256,31-568,Chain 10,Lubusz,SM CHAIN,Y,15,38
671817,31-307,Chain 16,Lubusz,DSCT CHAIN,Y,0,59
705154,93-022,Chain 1,Lublin,DRUG CHAIN,Y,5,6
649020,30-380,Chain 4,Lubusz,DRUG CHAIN,Y,20,5
657210,75-122,Chain 18,Łódź,SM CHAIN,Y,0,11
715076,26-477,Chain 6,Opole,SPECIALTY,N,0,0
693670,75-323,Chain 4,Łódź,DRUG CHAIN,Y,8,10
723926,26-297,Chain 6,Opole,SPECIALTY,N,0,4
654144,91-307,Chain 4,Lublin,DRUG CHAIN,Y,11,11
689706,60-632,Chain 4,Lower Silesian,DRUG CHAIN,Y,11,12
692521,57-782,Chain 6,Lower Silesian,SPECIALTY,N,0,3
670336,31-291,Chain 6,Lubusz,SPECIALTY,N,0,3
634473,89-747,Chain 11,Lublin,SM CHAIN,Y,15,12
702691,90-301,Chain 38,Lublin,SM CHAIN,Y,17,10
691599,27-321,Chain 1,Masovian,DRUG CHAIN,Y,5,21
641299,89-743,Chain 16,Lublin,DSCT CHAIN,Y,0,39
804382,31-142,Chain 10,Lubusz,SM CHAIN,Y,22,56
689530,75-150,Chain 4,Łódź,DRUG CHAIN,Y,15,10
681092,47-982,Chain 17,Holy Cross,SM CHAIN,Y,0,7
683405,25-214,Chain 7,Opole,SM CHAIN,Y,14,9
715690,36-881,Chain 6,Pomeranian,SPECIALTY,N,0,3
736566,57-759,Chain 6,Lower Silesian,SPECIALTY,N,0,3
692491,88-682,Chain 3,Lublin,SM CHAIN,Y,0,15
680914,29-809,Chain 1,Lubusz,DRUG CHAIN,Y,17,6
647854,27-251,Chain 10,Masovian,SM CHAIN,Y,29,38
646763,59-373,Chain 4,Lower Silesian,DRUG CHAIN,Y,17,8
707423,30-581,Chain 6,Lubusz,SPECIALTY,N,0,3
735399,26-063,Chain 6,Opole,SPECIALTY,N,0,4
726554,36-731,Chain 6,Pomeranian,SPECIALTY,N,0,4
694512,31-266,Chain 29,Lubusz,SM CHAIN,Y,16,19
684153,73-805,Chain 1,Łódź,DRUG CHAIN,Y,9,15
635849,87-713,Chain 11,Lublin,SM CHAIN,Y,15,44
691481,75-380,Chain 1,Łódź,DRUG CHAIN,N,5,10
657958,30-410,Chain 9,Lubusz,DSCT CHAIN,Y,12,25
677529,85-733,Chain 9,Lesser Poland,DSCT CHAIN,Y,12,12
755696,47-75.,Chain 6,West Pomeranian,SPECIALTY,N,0,4
709805,43-982,Chain 6,Silesian,SPECIALTY,N,0,4
717910,36-878,Chain 6,Pomeranian,SPECIALTY,N,0,3
745088,44-808,Chain 6,Silesian,SPECIALTY,N,0,3
659067,75-122,Chain 1,Łódź,DRUG CHAIN,Y,2,23
672868,35-690,Chain 1,Subcarpathian,DRUG CHAIN,N,12,20
643440,26-073,Chain 4,Opole,DRUG CHAIN,Y,22,1
631923,30-020,Chain 4,Lubusz,DRUG CHAIN,Y,10,0
675133,53-84.,Chain 6,West Pomeranian,SPECIALTY,N,0,3
744137,31-785,Chain 6,Lubusz,SPECIALTY,N,0,4
